Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,
2004-08-19,2.4938108921051025,2.5110108852386475,2.6041040420532227,2.4014010429382324,2.502502918243408,893181924
2004-08-20,2.6918935775756836,2.7104599475860596,2.7297298908233643,2.515014886856079,2.527777910232544,456686856
2004-08-23,2.718984842300415,2.7377378940582275,2.8398399353027344,2.7289791107177734,2.771522045135498,365122512
2004-08-24,2.6063973903656006,2.6243739128112793,2.792793035507202,2.59184193611145,2.7837839126586914,304946748
2004-08-25,2.6344826221466064,2.6526529788970947,2.7027029991149902,2.599600076675415,2.626626968383789,183772044
2004-08-26,2.681952476501465,2.7004499435424805,2.701451063156128,2.6191189289093018,2.626375913619995,141897960
2004-08-27,2.6382100582122803,2.6564059257507324,2.7182180881500244,2.644895076751709,2.705204963684082,124235640
2004-08-30,2.5353169441223145,2.5528030395507812,2.63988995552063,2.5528030395507812,2.6346349716186523,103935960
2004-08-31,2.5442638397216797,2.561811923980713,2.5953450202941895,2.5565569400787354,2.5600600242614746,98357544
2004-09-01,2.491574287414551,2.508759021759033,2.576827049255371,2.49424409866333,2.5700700283050537,182765052
2004-09-02,2.5228893756866455,2.540290117263794,2.561811923980713,2.47597599029541,2.482232093811035,302373324
2004-09-03,2.485609769821167,2.5027530193328857,2.546046018600464,2.485485076904297,2.526276111602783,103048848
2004-09-07,2.5246291160583496,2.5420420169830322,2.5525529384613037,2.4927430152893066,2.527777910232544,116950932
2004-09-08,2.5425238609313965,2.5600600242614746,2.5783278942108154,2.515014886856079,2.5210208892822266,99712188
2004-09-09,2.5427722930908203,2.560309886932373,2.570319890975952,2.5275280475616455,2.5658159255981445,81234684
2004-09-10,2.617830514907837,2.6358859539031982,2.6666669845581055,2.5350348949432373,2.5425429344177246,173977848
2004-09-13,2.6717629432678223,2.690190076828003,2.712963104248047,2.6641640663146973,2.6684179306030273,156882960
2004-09-14,2.7709288597106934,2.7900400161743164,2.8028030395507812,2.672421932220459,2.688939094543457,216579204
2004-09-15,2.783604145050049,2.8028030395507812,2.8586089611053467,2.7577579021453857,2.7667670249938965,214261524
2004-09-16,2.8325653076171875,2.852102041244507,2.897897958755493,2.794044017791748,2.8113110065460205,185326488
2004-09-17,2.9200501441955566,2.940190076828003,2.940190076828003,2.8415920734405518,2.863363027572632,189450360
2004-09-20,2.966526508331299,2.9869871139526367,3.0430428981781006,2.9221720695495605,2.9266769886016846,212575212
2004-09-21,2.9287493228912354,2.948949098587036,3.0135140419006348,2.9406909942626953,2.9982481002807617,144575280
2004-09-22,2.942169666290283,2.9624619483947754,2.9947450160980225,2.923172950744629,2.9379379749298096,151624224
2004-09-23,3.0028135776519775,3.023524045944214,3.068819046020508,2.9284279346466064,2.9739739894866943,170713116
2004-09-24,2.978208065032959,2.998749017715454,3.1056060791015625,2.996997117996216,3.026526927947998,182469348
2004-09-27,2.9391872882843018,2.959459066390991,3.025024890899658,2.9479479789733887,2.9919919967651367,141322536
2004-09-28,3.1529288291931152,3.1746749877929688,3.188188076019287,3.008258104324341,3.035536050796509,338581080
2004-09-29,3.2578110694885254,3.280280113220215,3.3788790702819824,3.1589090824127197,3.170670986175537,610329060
2004-09-30,3.221027135848999,3.2432429790496826,3.3108110427856445,3.2282280921936035,3.25075101852417,275160564
2004-10-01,3.295091152191162,3.3178179264068604,3.3593590259552,3.2257258892059326,3.27327299118042,302497200
2004-10-04,3.3567285537719727,3.379879951477051,3.4251749515533447,3.3541040420532227,3.3846349716186523,260455284
2004-10-05,3.4389941692352295,3.4627130031585693,3.466717004776001,3.3093090057373047,3.3698699474334717,299464236
2004-10-06,3.4069321155548096,3.4304299354553223,3.464715003967285,3.4034030437469482,3.4421920776367188,267628104
2004-10-07,3.4509236812591553,3.4747250080108643,3.5005009174346924,3.4171669483184814,3.4264259338378906,282301416
2004-10-08,3.4230878353118896,3.4466969966888428,3.495495080947876,3.428929090499878,3.471471071243286,221390388
2004-10-11,3.361699104309082,3.38488507270813,3.474975109100342,3.349600076675415,3.4284279346466064,209442348
2004-10-12,3.4148852825164795,3.4384379386901855,3.4436941146850586,3.3383378982543945,3.3643639087677,233310456
2004-10-13,3.501873254776001,3.5260260105133057,3.592341899871826,3.5055060386657715,3.5865869522094727,395324280
2004-10-14,3.5292129516601562,3.553554058074951,3.563062906265259,3.4674670696258545,3.5287790298461914,208842948
2004-10-15,3.581652879714966,3.606355905532837,3.641140937805176,3.5523018836975098,3.6268770694732666,263895840
2004-10-18,3.7071642875671387,3.7327330112457275,3.733733892440796,3.5337839126586914,3.5835840702056885,280726992
2004-10-19,3.676842451095581,3.702202081680298,3.8138139247894287,3.687437057495117,3.766266107559204,362197440
2004-10-20,3.4916834831237793,3.515765905380249,3.728477954864502,3.49349308013916,3.704453945159912,454453092
